scorer,,,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img07769.png,310.9472515056905,135.6872691997603,296.2011245620605,100.88640961279347,274.9667017632333,120.3512971783851,264.3494903638197,90.85904329112509,252.5525888089157,69.03477541455268,242.52522248724728,104.42548007926467,216.5720390664585,84.37074743592788,134.5835732598757,103.24578992377428
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img08248.png,157.5875312919385,46.620662460235074,177.64226393527528,83.19105728043746,198.2868416563573,57.827718937393875,209.4938981335161,74.34338111425947,215.3923489109681,92.62857852436068,220.7009546106749,56.058183704158274,243.70491264273767,73.75353603651428,312.1269416611809,24.796394583662668
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img08471.png,316.8457022831425,251.29690443781945,274.9667017632333,243.03907334938665,283.8143779294113,273.12117231439186,251.96274373117052,267.22272153693984,236.0369266320501,254.24612982654546,242.52522248724728,291.9962148022382,208.90405305577087,283.14853863606027,122.1968266272265,284.9180738692959
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img08509.png,312.1269416611809,427.070737605889,296.79096963980567,395.2191034076482,321.5644629051041,388.1409624747058,303.86911057274807,361.5979339761718,283.2245328516661,357.4690184319554,319.20508259412327,349.2111873435226,292.66205409558927,312.05094744557505,250.78305357568007,230.65232671673746
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img08882.png,487.31092975150534,80.83167696945665,448.9709996980673,77.88245158073065,463.7171266416973,102.65594484602906,447.2014644648317,103.24578992377425,428.9162670547305,107.37470546799065,461.3577463307165,114.45284640093305,437.7639432209085,137.45680443299585,433.6350276766921,229.47263656124707
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img09293.png,434.2248727544373,328.56660962244064,411.2209147223746,339.1838210218542,431.2756473657113,353.92994796548425,402.3732385561965,365.7268495203882,381.1388157573693,363.36746920940743,404.7326188671773,391.68003294117705,362.8536183472681,393.4495681744126,278.5057722297045,402.2972443405906
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img09530.png,324.5136882938301,265.45318630370423,295.6112794843153,274.30086246988225,314.4863219721617,290.2266795690026,291.4823639400989,307.3321868236134,268.4784059080361,318.5392433007722,304.4589556504933,326.797074389205,282.0448426961757,352.75025780999385,338.0801250819697,418.22306143971105
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img09783.png,258.4510395863677,110.91377593446188,228.9587856991077,90.26919821337987,222.4704898439105,116.8122267119139,207.72436290028048,95.57780391308668,201.82591212282847,74.93322619200467,194.74777118988607,110.91377593446188,174.10319346880408,91.44888836887029,126.3257421714429,165.7693681647655
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img10525.png,314.4863219721617,76.70276142524025,291.4823639400989,61.95663448161027,293.2518991733345,88.49966298014425,272.6073214522525,73.16369095876908,261.4002649750937,53.10895831543228,254.91196911989647,92.62857852436068,233.67754632106931,69.62462049229788,164.6656722248809,120.3512971783851
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img10734.png,191.2087007234149,320.3087785340079,177.05241885753009,304.3829614348875,165.2555173026261,329.7462997779311,150.5093903589961,302.0235811239067,161.1266017584097,281.3790034028247,132.22419294889488,312.0509474455751,129.2749675601689,269.5821018479207,125.7358970936977,189.3631712745735
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img12199.png,136.35310849311128,274.3008624698823,151.09923543674128,240.0898479606607,122.1968266272265,235.37108733869914,141.6617141928181,210.59759407340067,161.1266017584097,204.6991432959487,125.14605201595248,194.08193189653508,154.0484608254673,168.12874847574628,116.88822092751968,162.8201427760395
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img12680.png,499.10783130640925,291.406369724493,500.2875214618997,268.40241169243023,480.2327888185629,271.35163708115624,490.85000021797646,234.19139718320864,509.13519762807766,221.80465055055944,473.15464788562053,208.23821376241986,496.74845099542847,182.87487541937625,463.1272815639521,98.52702930181266
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img13141.png,348.6973364813833,111.50362101220708,310.3574064279453,111.50362101220708,322.7441530605945,135.6872691997603,285.5839131626469,140.4060298217219,264.3494903638197,131.5583536555439,279.0956173074497,162.8201427760395,233.67754632106931,168.12874847574628,159.3570665251741,215.9061997731075
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img13165.png,347.5176463258929,57.237873859648666,323.9238432160849,77.88245158073067,350.4668717146189,92.03873344661548,320.3847727496137,107.37470546799068,295.0214344065701,113.86300132318789,325.1035333715753,130.96850857779867,285.5839131626469,149.25370598789988,226.5994053881269,212.3671293066363
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img13465.png,236.0369266320501,114.45284640093308,204.1852924338093,97.9371842240675,204.77513751155448,128.0192831890727,182.3610245572369,112.09346608995227,168.2047426913521,97.34733914632227,169.97427792458768,130.96850857779867,146.97031989252488,132.1481987332891,117.47806600526488,210.00774899565548
labeled-data,IC_OptoOnly_20Hz-230923_ic230810c-230923-180022_Vid1,img15173.png,420.0685908885525,240.67969303840587,408.8615344113937,272.53132723664663,438.3537882986537,261.32427075948783,440.7131686096345,298.4845106574354,428.3264219769853,316.17986298979145,460.76790125297134,314.41032775655583,443.66239399836047,350.390877499013,386.4474214570761,409.96523035127825
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img00006.png,372.29113959119127,116.22238163416864,387.6271116125665,130.37866350005345,396.4747877787445,105.60517023475506,417.1193654998265,128.60912826681786,411.2209147223745,150.43339614339027,443.0725489206153,125.65990287809186,449.5608447758125,154.56231168760667,454.27960539777405,225.34372101703067
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img00300.png,202.4157572005737,91.44888836887029,230.13847585459808,96.16764899083188,227.18925046587208,70.21446557004307,256.6815043531321,73.16369095876908,276.7362369964689,92.62857852436068,273.1971665299977,54.87849354866787,310.3574064279453,70.80431064778827,380.5489706796241,103.24578992377425
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img00779.png,260.2205748196033,122.12083241162068,240.1658421762665,92.03873344661548,229.54863077685292,114.45284640093308,213.03296859998727,96.16764899083188,201.82591212282847,80.24183189171148,204.1852924338093,119.76145210063987,177.64226393527528,112.6833111676975,116.29837584977449,158.1013821540779
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img01446.png,273.7870116077429,172.25766401996268,312.1269416611809,175.79673448643388,303.86911057274807,149.25370598789988,333.3613644600081,157.51153707633267,355.1856323365805,174.6170443309435,348.6973364813833,139.2263396662315,373.4708297466817,143.94510028819306,378.1895903686433,69.62462049229785
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img01819.png,471.9749577301301,287.86729925802183,444.25223907610575,283.73838371380543,459.5882110974809,301.4337360461614,432.45533752120167,307.92203190135865,407.6818442559033,299.66420081292586,438.9436333763989,328.56660962244064,392.3458722345281,333.8752153221474,318.0253924386329,368.6760749091142
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img02600.png,226.5994053881269,125.65990287809188,197.1071515008669,112.6833111676975,200.64622196733808,140.4060298217219,177.64226393527528,127.42943811132747,158.76722144742888,110.91377593446188,168.2047426913521,148.0740158324095,142.8414043483085,143.3552552104479,93.88426289545689,201.7499179072227
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img02873.png,364.6231535805037,123.30052256711109,359.9043929585421,140.99587489946708,387.6271116125665,131.5583536555439,379.9591256018789,160.46076246505868,359.3145478807969,166.94905832025592,395.8849427009993,181.6951852638859,356.95516756981607,199.9803826739871,295.0214344065701,247.7578339713483
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img04093.png,345.1582660149121,59.5972541706295,329.2324489157917,83.1910572804375,351.6465618701093,84.9605925136731,340.4395053929505,105.60517023475511,322.1543079828493,119.76145210063991,356.95516756981607,127.42943811132751,340.4395053929505,148.0740158324095,391.1661820790377,205.8788334514391
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img05441.png,373.4708297466817,312.0509474455751,391.756027156783,284.9180738692959,359.9043929585422,280.1993132473343,385.2677313015858,257.1953552152715,408.27168933364857,253.0664396710551,367.57237896922976,241.26953811615107,398.8341680897254,218.2655800840883,382.90835099060496,138.0466495107411
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img06497.png,207.13451782253532,151.0232412211355,228.95878569910775,166.9490583202559,232.49785616557892,140.4060298217219,256.091659275387,152.79277645437108,266.70887067480055,176.3865795641791,282.634687773921,137.45680443299588,298.56050487304134,169.8982837089819,336.90043492647936,241.8593831938963
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img06594.png,180.00164424625612,273.1211723143919,207.13451782253532,255.42581998203588,184.7204048682177,245.39845366036752,206.54467274479015,224.75387593928548,226.00956031038174,221.2148054728143,191.79854580116012,212.3671293066363,209.49389813351615,189.3631712745735,234.85723647655976,116.2223816341687
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img07276.png,224.24002507714613,306.7423417458683,198.28684165635735,285.5079189470411,189.43916549017933,312.6407925233203,170.56412300233293,291.4063697244931,162.30629191390014,273.7110173921371,151.68908051448653,312.0509474455751,128.6851224824237,287.8672992580219,76.7787556408461,233.01170702771827
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img08035.png,448.3811546203222,215.3163546953623,431.2756473657114,186.41394588584748,414.1701401111006,202.9296080627131,405.32246394492256,177.5662697196695,404.14277378943217,155.74200184309709,377.59974529089817,181.1053401861407,358.72470280305174,161.6404526205491,286.76360331813737,199.9803826739871
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img10843.png,222.4704898439105,141.5857199772123,185.31024994596294,143.3552552104479,197.69699657861213,167.53890339800108,172.33365823556852,159.87091738731348,153.45861574772212,147.4841707546643,167.61489761360693,175.7967344864339,144.61093958154413,181.6951852638859,136.35310849311134,260.7344256817427
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img11291.png,96.24364320643772,277.8399329363535,132.81403802664013,256.60551013752627,109.81007999457731,240.6796930384059,141.07186911507293,227.11325625026632,158.1773763696837,231.83201687222788,136.94295357085653,205.28898837369388,165.84536238037134,194.6717769742803,218.93141937743934,128.6091282668179
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img11909.png,252.55258880891574,362.7776241316623,269.65809606352656,347.4416521102871,250.19320849793496,337.4142857886187,277.3260820742141,316.76970806753667,296.20112456206056,336.2345956331283,279.68546238519497,293.7657500354739,317.43554736088777,299.6642008129259,381.72866083511457,254.24612982654548
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img11956.png,446.0217743093414,347.4416521102871,414.1701401111006,333.2853702444023,415.34983026659097,359.8283987429363,389.3966468458022,346.2619619547967,369.3419142024654,332.10568008891187,369.3419142024654,365.1370044426431,335.13089969324375,347.4416521102871,251.96274373117052,361.5979339761719
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img12343.png,291.48236394009894,271.9414821589015,331.5918292267726,264.2734961482139,313.30663181667137,238.32031272742512,337.4902800042246,240.6796930384059,356.9551675698162,249.52736920458392,348.10749140363816,221.2148054728143,371.70129451344616,227.70310132801148,446.6116193870866,196.4413122075159
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img12827.png,77.36860071859132,250.1172142823291,96.83348828418292,233.6015521054635,77.95844579633652,226.5234111725211,105.09131937261571,209.41790391791028,119.83744631624572,225.3437210170307,106.2710095281061,182.87487541937628,137.53279864860173,189.3631712745735,169.38443284684254,117.99191686740429
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img12918.png,394.11540746776376,165.1795230870203,372.88098466893655,170.4881287867271,394.11540746776376,174.6170443309435,380.5489706796242,198.21084744075148,361.0840831140326,207.6483686846747,400.603703322961,220.62496039506908,368.162224046975,235.3710873386991,307.40818103921936,281.3790034028247
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img12937.png,261.40026497509376,142.1755650549575,282.634687773921,150.4333961433903,284.40422300715653,125.07005780034669,310.35740642794536,138.6364945884863,324.51368829383017,157.5115370763327,331.5918292267726,123.8903676448563,359.31454788079697,148.66386091015468,414.1701401111006,206.4686785291843
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img13030.png,362.8536183472682,37.7729862940571,333.3613644600082,61.9566344816103,359.9043929585422,75.52307126974989,341.02935047069576,77.2926065029855,328.05275876030134,74.9332261920047,351.05671679236417,95.57780391308668,316.84570228314254,98.52702930181269,249.60336342018974,140.4060298217219
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img13617.png,420.0685908885526,349.8010324212679,384.6778862238406,332.10568008891187,378.77943544638856,361.5979339761719,364.0333085027586,337.4142857886187,356.9551675698162,316.1798629897915,342.20904062618615,348.6213422657775,321.56446290510416,315.5900179120463,261.40026497509376,257.7852002930167
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img13900.png,349.8770266368738,332.6955251666571,318.02539243863293,338.0041308663639,333.95120953775336,353.9299479654843,305.0488007282386,365.1370044426431,277.91592715195935,359.8283987429363,303.8691105727482,389.3206526301963,264.34949036381977,394.6292583299031,187.07978517919855,404.0667795738263
labeled-data,IC_OptoOnly_20Hz-230923_ic230810i-230923-153630_Vid1,img14180.png,241.34553233175694,149.2537059878999,218.93141937743934,169.8982837089819,240.16584217626655,184.0545655748667,218.34157429969412,192.9022417410447,195.33761626763135,195.2616220520255,226.00956031038174,219.4452702395787,186.48994010145333,233.01170702771827,113.9389955387937,262.5039609149783
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img00109.png,210.08374321126132,89.08950805788947,237.8064618652857,88.49966298014428,225.41971523263652,66.08555002582668,252.5525888089157,64.90585987033629,271.4276312967621,87.31997282465389,264.9393354415649,40.722211682783076,296.2011245620605,62.546479559355454,374.6505199021721,91.44888836887026
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img00343.png,381.7286608351145,92.03873344661545,343.3887307816765,98.52702930181266,361.08408311403247,128.0192831890727,328.0527587603013,113.86300132318789,323.9238432160849,93.8082686798511,314.4863219721617,141.58571997721228,283.8143779294113,112.09346608995227,228.36894062136247,63.13632463710068
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img00605.png,362.8536183472681,248.93752412683867,366.9825338914845,215.90619977310746,342.7988857039313,223.57418578379506,342.2090406261861,192.9022417410447,361.6739281917777,182.87487541937628,317.4355473608877,202.33976298496788,310.3574064279453,155.74200184309709,259.6307297418581,85.55043759141827
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img00963.png,300.9198851840221,100.88640961279347,270.8377862190169,85.55043759141827,269.6580960635265,110.32393085671669,240.75568725401172,91.44888836887029,232.49785616557887,71.39415572553347,214.8025038332229,107.37470546799068,201.2360670450833,69.03477541455268,261.4002649750937,31.87453551660507
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img02633.png,476.1038732743465,168.71859355349144,444.25223907610575,182.87487541937625,466.66635203042324,197.03115728526106,442.48270384287014,210.59759407340064,417.7092105775717,212.95697438438145,458.9983660197357,233.01170702771824,422.4279711995333,248.34767904909344,392.3458722345281,312.6407925233202
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img02743.png,365.8028437359941,273.12117231439186,381.7286608351145,241.85938319389626,354.0059421810901,237.14062257193464,378.1895903686433,210.00774899565545,397.0646328564897,215.90619977310746,379.36928052413367,181.69518526388586,424.1975064327689,179.92565003065025,480.82263389630805,283.73838371380543
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img03176.png,419.47874581080725,137.45680443299588,407.0919991781581,163.40998785378463,434.8147178321825,162.23029769829427,420.6584359662977,191.13270650780905,396.4747877787445,202.92960806271304,435.4045629099277,211.18743915114587,404.1427737894321,236.55077749418948,391.7560271567829,318.5392433007722
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img03943.png,388.8068017680569,107.37470546799065,395.2950976232541,136.27711427750546,415.3498302665909,123.30052256711105,425.3771965882593,148.66386091015465,409.4513794891389,167.53890339800105,448.38115462032215,158.10138215407787,437.1740981431633,191.72255158555424,422.4279711995333,265.45318630370423
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img05872.png,412.9904499556101,316.17986298979145,402.3732385561965,289.63683449125745,389.9864919235473,310.28141221233943,375.8302100576625,278.42977801409864,395.2950976232541,268.9922567701754,347.5176463258929,270.761792003411,370.5216043579557,237.14062257193464,412.4006048778649,179.92565003065025
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img05980.png,103.3217841393801,326.7970743892051,119.83744631624569,349.8010324212679,130.4546577156593,329.15645470018586,151.6890805144865,359.2385536651911,155.22815098095768,387.5511173969607,182.3610245572369,359.2385536651911,197.1071515008669,397.5784837186291,275.5565468409785,429.43011791686985
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img06422.png,431.2756473657113,295.5352852687094,404.7326188671773,296.1251303464546,414.1701401111005,317.35955314528184,377.5997452908981,328.56660962244064,352.2364069478545,320.898623611753,365.2129986582489,358.05886350970064,325.1035333715753,356.87917335421025,251.3728986534253,391.0901878634318
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img06687.png,152.2789255922317,280.19931324733426,134.5835732598757,306.1524966681231,164.0758271471357,307.3321868236135,151.6890805144865,334.4650603998927,135.76326341536608,357.4690184319555,174.6930385465493,352.1604127322487,165.2555173026261,385.19173708597987,233.0877012433241,431.1996531501054
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img06698.png,142.8414043483085,192.3123966632995,128.09527740467848,215.3163546953623,151.09923543674128,214.13666453987187,143.4312494260537,244.21876350487716,123.96636186046206,270.1719469256659,168.20474269135207,267.2227215369399,158.17737636968369,304.9728065126327,219.5212644551845,356.87917335421025
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img06919.png,369.3419142024653,118.58176194514945,364.0333085027585,89.08950805788947,347.5176463258929,111.50362101220708,330.41213907128207,79.65198681396626,320.9746178273589,57.237873859648666,310.9472515056905,94.39811375759629,282.0448426961757,76.11291634749509,203.00560227831892,93.8082686798511
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img07231.png,339.8496603152053,109.73408577897149,325.1035333715753,82.60121220269227,311.5370965834357,104.42548007926467,299.1503499507865,75.52307126974986,297.9706597952961,54.28864847092266,274.9667017632333,103.83563500151948,259.6307297418581,70.80431064778827,186.48994010145327,56.64802878190347
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img07524.png,148.7398551257605,115.04269147867828,138.7124888040921,143.3552552104479,163.4859820693905,143.3552552104479,156.9976862141933,164.58967800927508,149.3297002035057,191.72255158555427,181.18133440174648,173.4373541754531,188.2594753346889,195.26162205202547,259.6307297418581,159.87091738731348
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img09701.png,185.9000950237081,78.47229665847587,161.1266017584097,86.14028266916347,184.1305597904725,100.88640961279347,159.9469116029193,110.32393085671669,136.35310849311128,110.91377593446188,172.3336582355685,136.2771142775055,134.5835732598757,143.9451002881931,138.7124888040921,81.42152204720188
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img10014.png,143.43124942605368,226.52341117252112,144.6109395815441,191.72255158555427,116.88822092751968,198.21084744075148,132.22419294889488,168.71859355349147,152.2789255922317,166.9490583202559,108.04054476134169,153.38262153211627,144.0210945037989,135.6872691997603,145.2007846592893,80.83167696945668
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img10763.png,283.8143779294113,286.68760910253144,246.65413803146367,283.73838371380543,257.8611945086225,313.8204826788106,230.13847585459808,302.02358112390664,219.5212644551845,283.73838371380543,209.4938981335161,322.0783137672435,177.05241885753009,297.3048205019451,104.50147429487049,248.3476790490935
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img11020.png,362.2637732695229,264.863341225959,342.2090406261861,293.76575003547384,373.4708297466817,294.94544019096423,356.3653224920709,316.7697080675366,333.3613644600081,326.20722931145986,369.3419142024653,332.69552516665703,352.8262520255997,360.4182438206814,416.5295204220813,376.34406091980185
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img11738.png,279.0956173074497,231.83201687222785,255.5018141976417,208.82805884016508,249.0135183424445,232.42186194997308,229.54863077685292,209.41790391791028,226.5994053881269,190.54286143006388,214.8025038332229,228.29294640575674,186.48994010145327,217.08588992859788,108.04054476134169,230.0624816389923
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img12018.png,263.7596452860745,159.2810723095683,233.0877012433241,141.58571997721228,233.67754632106931,167.53890339800108,209.4938981335161,153.38262153211627,202.4157572005737,129.78881842230828,190.61885564566967,173.4373541754531,164.0758271471357,147.4841707546643,93.29441781771169,185.2342557303571
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img13037.png,454.86945047551933,163.99983293152985,434.8147178321825,188.77332619682826,459.5882110974809,195.85146712977067,439.5334784541441,218.85542516183347,407.0919991781581,218.26558008408827,450.74053493130293,240.08984796066065,415.9396753443361,256.01566505978104,374.0606748244269,304.97280651263264
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img13689.png,324.5136882938301,181.6951852638859,318.6152375163781,152.20293137662588,300.3300401062769,178.74595987515988,290.3026737846085,146.30448059917387,295.0214344065701,121.53098733387549,268.4784059080361,161.05060754280387,257.2713494308773,122.71067748936588,218.34157429969412,56.058183704158274
labeled-data,IC_OptoOnly_20Hz-231120_ic231005b-231120-172413_Vid1,img15128.png,308.5878711947097,79.65198681396626,329.8222939935369,102.65594484602909,339.2598152374601,77.88245158073067,363.4434634250133,110.32393085671669,342.7988857039313,132.7380438110343,381.7286608351145,134.50757904426985,351.0567167923641,158.6912272318231,275.5565468409785,148.66386091015468
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img00284.png,256.0916592753869,130.96850857779867,282.6346877739209,153.38262153211627,289.1229836291181,123.89036764485627,314.4863219721617,139.8161847439767,331.0019841490273,163.99983293152988,330.41213907128207,117.40207178965909,359.3145478807969,132.7380438110343,383.49819606835007,56.648028781903456
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img00519.png,446.02177430934125,335.64475055538304,431.8654924434565,304.3829614348874,414.1701401111005,326.20722931145986,398.83416808972527,293.76575003547384,412.4006048778649,279.60946816958904,378.1895903686433,310.87125729008466,362.8536183472681,265.45318630370423,310.3574064279453,198.21084744075148
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img00766.png,374.6505199021721,396.98863864088383,392.3458722345281,373.984680608821,364.0333085027585,366.31669459813344,388.2169566903117,343.90258164381584,415.3498302665909,342.1330464105802,375.2403649799173,323.847849000479,408.8615344113937,303.79311635714225,413.5802950333553,219.44527023957866
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img00904.png,293.2518991733345,336.82444071087343,316.2558572053973,366.31669459813344,330.41213907128207,336.82444071087343,347.5176463258929,358.05886350970064,358.1348577253065,382.832356774999,365.8028437359941,339.77366609959944,395.2950976232541,360.4182438206814,457.2288307865001,319.7189334562626
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img01622.png,310.94725150569053,349.2111873435227,337.49028000422453,370.44561014234984,342.7988857039313,342.1330464105802,364.0333085027585,360.4182438206814,375.2403649799173,386.37142724147026,378.7794354463885,338.59397594410905,407.6818442559033,368.08622983136905,465.4866618749329,327.38691946695025
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img01757.png,120.42729139399088,185.8241008081023,96.83348828418289,206.46867852918427,123.37651678271689,211.1874391511459,105.68116445036088,240.67969303840593,85.0365867292789,255.4258199820359,126.91558724918809,261.9141158372331,107.4506996835965,295.53528526870946,159.9469116029193,368.6760749091143
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img01827.png,387.6271116125665,285.50791894704105,358.1348577253065,263.09380599272345,351.0567167923641,294.94544019096423,331.5918292267725,266.6328764591946,331.0019841490273,243.62891842713188,300.9198851840221,281.37900340282465,287.9432934736277,239.50000288291548,202.4157572005737,217.67573500634307
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img02072.png,215.3923489109681,397.5784837186291,198.87668673410252,372.8049904533307,187.66963025694372,400.52770910735507,169.97427792458768,376.9339059975471,169.97427792458768,352.1604127322487,149.9195452812509,392.26987801892227,145.2007846592893,350.9807225767583,152.8687706699769,405.2464697293167
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img02302.png,210.08374321126132,339.18382102185427,173.51334839105888,342.1330464105803,193.56808103439568,362.1877790539171,162.30629191390008,366.90653967587866,152.2789255922317,344.49242672156106,148.1500100480153,384.6018920082347,128.09527740467848,363.3674692094075,90.93503750673088,316.1798629897915
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img03291.png,110.9897701500677,254.2461298265455,103.3217841393801,290.22667956900267,136.35310849311128,278.4297780140987,129.8648126379141,315.0001728343011,112.16946030555809,329.7462997779311,153.4586157477221,325.02753915596946,134.5835732598757,352.1604127322487,87.39596704025968,307.9220319013587
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img03415.png,192.9782359566505,379.2932863085279,188.2594753346889,344.49242672156106,166.43520745811648,360.4182438206815,160.5367566806645,329.7462997779311,164.6656722248809,307.9220319013587,140.4820240373277,344.49242672156106,121.01713647173608,302.0235811239067,112.75930538330329,363.9573142871527
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img04784.png,366.3926888137393,414.6839909732398,393.5255623900185,400.527709107355,377.0099002131529,387.55111739696065,408.2716893336485,373.984680608821,434.8147178321825,375.16437076431146,398.2443230119801,352.16041273224863,438.3537882986537,336.2345956331282,470.79526757463975,329.1564547001858
labeled-data,IC_OptoOnly_20Hz-231122_ic231007i-231122-114053_Vid1,img04869.png,427.1467318214949,402.88708941833585,395.2950976232541,388.1409624747058,392.3458722345281,415.8636811287302,375.8302100576625,395.2191034076482,392.3458722345281,379.29328630852785,356.3653224920709,392.8597230966674,395.2950976232541,365.13700444264305,473.7444929633657,333.8752153221474
